Date,temp,rain,production,futures,rust
12/16/2008,26.0047,234.8,4207.50,1.111,16.00
12/23/2008,26.0047,234.8,4207.50,1.0745,16.00
12/30/2008,26.0047,234.8,4207.50,1.0755,16.00
1/2/2009,25.786,244.211,4207.50,1.109,16.00
1/9/2009,25.786,244.211,4207.50,1.169,16.00
1/16/2009,25.786,244.211,4207.50,1.158,16.00
1/23/2009,25.786,244.211,4207.50,1.1965,16.00
1/30/2009,25.786,244.211,4207.50,1.189,16.00
2/2/2009,25.7919,239.898,4207.50,1.1975,16.00
2/9/2009,25.7919,239.898,4207.50,1.214,16.00
2/17/2009,25.7919,239.898,4207.50,1.1035,16.00
2/23/2009,25.7919,239.898,4207.50,1.1085,16.00
3/2/2009,26.0315,258.226,4207.50,1.057,16.00
3/9/2009,26.0315,258.226,4207.50,1.063,16.00
3/16/2009,26.0315,258.226,4207.50,1.1075,16.00
3/23/2009,26.0315,258.226,4207.50,1.175,16.00
3/30/2009,26.0315,258.226,4207.50,1.13,16.00
4/1/2009,25.4516,203.406,3664.75,1.145,16.00
4/8/2009,25.4516,203.406,3664.75,1.182,16.00
4/15/2009,25.4516,203.406,3664.75,1.157,16.00
4/22/2009,25.4516,203.406,3664.75,1.1695,16.00
4/29/2009,25.4516,203.406,3664.75,1.1632,16.00
5/1/2009,24.7343,142.902,3664.75,1.204,16.00
5/8/2009,24.7343,142.902,3664.75,1.267,16.00
5/15/2009,24.7343,142.902,3664.75,1.278,16.00
5/22/2009,24.7343,142.902,3664.75,1.35,16.00
5/29/2009,24.7343,142.902,3664.75,1.374,16.00
6/1/2009,23.4664,100.967,3664.75,1.4225,16.00
6/8/2009,23.4664,100.967,3664.75,1.3005,16.00
6/15/2009,23.4664,100.967,3664.75,1.2135,16.00
6/22/2009,23.4664,100.967,3664.75,1.177,16.00
6/29/2009,23.4664,100.967,3664.75,1.1929,16.00
7/1/2009,24.185,73.1322,3664.75,1.1905,16.00
7/8/2009,24.185,73.1322,3664.75,1.152,16.00
7/15/2009,24.185,73.1322,3664.75,1.1795,16.00
7/22/2009,24.185,73.1322,3664.75,1.201,16.00
7/29/2009,24.185,73.1322,3664.75,1.2285,16.00
8/3/2009,25.1073,60.1821,3664.75,1.3305,16.00
8/10/2009,25.1073,60.1821,3664.75,1.3585,16.00
8/17/2009,25.1073,60.1821,3664.75,1.2545,16.00
8/24/2009,25.1073,60.1821,3664.75,1.21,16.00
8/31/2009,25.1073,60.1821,3664.75,1.2202,16.00
9/1/2009,26.3294,79.7847,3664.75,1.201,16.00
9/8/2009,26.3294,79.7847,3664.75,1.246,16.00
9/15/2009,26.3294,79.7847,3664.75,1.346,16.00
9/22/2009,26.3294,79.7847,3664.75,1.3805,16.00
9/29/2009,26.3294,79.7847,3664.75,1.255,16.00
10/1/2009,26.5985,150.08,3664.75,1.267,16.00
10/8/2009,26.5985,150.08,3664.75,1.379,16.00
10/15/2009,26.5985,150.08,3664.75,1.3775,16.00
10/22/2009,26.5985,150.08,3664.75,1.4365,16.00
10/29/2009,26.5985,150.08,3664.75,1.3675,16.00
11/2/2009,27.164,138.861,3664.75,1.4235,16.00
11/9/2009,27.164,138.861,3664.75,1.4005,16.00
11/16/2009,27.164,138.861,3664.75,1.3635,16.00
11/23/2009,27.164,138.861,3664.75,1.363,16.00
11/30/2009,27.164,138.861,3664.75,1.4195,16.00
12/1/2009,26.1718,238.941,3664.75,1.427,16.00
12/8/2009,26.1718,238.941,3664.75,1.439,16.00
12/15/2009,26.1718,238.941,3664.75,1.4725,16.00
12/22/2009,26.1718,238.941,3664.75,1.4245,16.00
12/29/2009,26.1718,238.941,3664.75,1.3635,16.00
2/3/1992,25.8255,227.438,2274.42,0.705,19.00
2/10/1992,25.8255,227.438,2274.42,0.695,19.00
2/18/1992,25.8255,227.438,2274.42,0.667,19.00
2/25/1992,25.8255,227.438,2274.42,0.6672,19.00
3/1/1999,25.8348,227.251,3063.42,1.0315,19.00
3/8/1999,25.8348,227.251,3063.42,1.041,19.00
3/15/1999,25.8348,227.251,3063.42,1.033,19.00
3/22/1999,25.8348,227.251,3063.42,1.007,19.00
3/29/1999,25.8348,227.251,3063.42,1.128,19.00
3/1/2000,25.5243,262.83,3964.83,1.019,19.00
3/8/2000,25.5243,262.83,3964.83,1.08,19.00
3/15/2000,25.5243,262.83,3964.83,1.0315,19.00
3/22/2000,25.5243,262.83,3964.83,1.058,19.00
3/29/2000,25.5243,262.83,3964.83,1.039,19.00
3/1/2001,26.0353,231.306,2609.17,0.648,19.00
3/8/2001,26.0353,231.306,2609.17,0.6665,19.00
3/15/2001,26.0353,231.306,2609.17,0.61,19.00
3/22/2001,26.0353,231.306,2609.17,0.602,19.00
3/29/2001,26.0353,231.306,2609.17,0.6175,19.00
3/1/2002,26.2802,212.225,2613.75,0.4735,19.00
3/8/2002,26.2802,212.225,2613.75,0.4985,19.00
3/15/2002,26.2802,212.225,2613.75,0.556,19.00
3/22/2002,26.2802,212.225,2613.75,0.543,19.00
3/3/2003,26.0458,220.832,4029.33,0.5995,19.00
3/10/2003,26.0458,220.832,4029.33,0.6145,19.00
3/17/2003,26.0458,220.832,4029.33,0.5755,19.00
3/24/2003,26.0458,220.832,4029.33,0.5985,19.00
3/31/2003,26.0458,220.832,4029.33,0.5865,19.00
3/1/2004,25.9067,252.8,2406.08,0.76,19.00
3/8/2004,25.9067,252.8,2406.08,0.752,19.00
3/15/2004,25.9067,252.8,2406.08,0.7745,19.00
3/22/2004,25.9067,252.8,2406.08,0.7735,19.00
3/29/2004,25.9067,252.8,2406.08,0.724,19.00
3/1/1995,26.0192,223.696,2349.33,1.8665,20.00
3/8/1995,26.0192,223.696,2349.33,1.8135,20.00
3/15/1995,26.0192,223.696,2349.33,1.788,20.00
3/22/1995,26.0192,223.696,2349.33,1.6955,20.00
3/29/1995,26.0192,223.696,2349.33,1.6725,20.00
10/3/2005,26.8205,117.666,2744.42,0.9285,20.00
10/10/2005,26.8205,117.666,2744.42,0.989,20.00
10/17/2005,26.8205,117.666,2744.42,1.041,20.00
10/24/2005,26.8205,117.666,2744.42,1.0315,20.00
10/31/2005,26.8205,117.666,2744.42,0.9665,20.00
11/1/2005,26.7675,141.097,2744.42,0.971,20.00
11/8/2005,26.7675,141.097,2744.42,1.0785,20.00
11/15/2005,26.7675,141.097,2744.42,0.965,20.00
11/22/2005,26.7675,141.097,2744.42,0.9865,20.00
11/29/2005,26.7675,141.097,2744.42,0.9825,20.00
12/1/1992,25.3391,185.556,2883.58,0.757,21.00
12/8/1992,25.3391,185.556,2883.58,0.78,21.00
12/15/1992,25.3391,185.556,2883.58,0.787,21.00
12/22/1992,25.3391,185.556,2883.58,0.8155,21.00
12/29/1992,25.3391,185.556,2883.58,0.776,21.00
4/1/1999,25.1187,180.127,3964.83,1.1005,25.00
4/8/1999,25.1187,180.127,3964.83,0.977,25.00
4/15/1999,25.1187,180.127,3964.83,0.9845,25.00
4/22/1999,25.1187,180.127,3964.83,0.9695,25.00
4/30/1999,25.1187,180.127,3964.83,1.0396,25.00
4/3/2000,25.2622,201.719,2609.17,1.021,25.00
4/10/2000,25.2622,201.719,2609.17,0.9665,25.00
4/17/2000,25.2622,201.719,2609.17,0.9665,25.00
4/24/2000,25.2622,201.719,2609.17,0.9425,25.00
4/2/2001,25.8097,168.994,2613.75,0.595,25.00
4/9/2001,25.8097,168.994,2613.75,0.576,25.00
4/16/2001,25.8097,168.994,2613.75,0.5665,25.00
4/23/2001,25.8097,168.994,2613.75,0.6175,25.00
4/30/2001,25.8097,168.994,2613.75,0.6393,25.00
4/1/2002,25.9732,186.854,4029.33,0.585,25.00
4/8/2002,25.9732,186.854,4029.33,0.5405,25.00
4/15/2002,25.9732,186.854,4029.33,0.5315,25.00
4/22/2002,25.9732,186.854,4029.33,0.5385,25.00
4/29/2002,25.9732,186.854,4029.33,0.5072,25.00
4/1/2003,25.709,173.983,2406.08,0.583,25.00
4/8/2003,25.709,173.983,2406.08,0.612,25.00
4/15/2003,25.709,173.983,2406.08,0.592,25.00
4/22/2003,25.709,173.983,2406.08,0.648,25.00
4/29/2003,25.709,173.983,2406.08,0.6588,25.00
4/1/2004,26.0214,162.485,3273.42,0.741,25.00
4/8/2004,26.0214,162.485,3273.42,0.7255,25.00
4/15/2004,26.0214,162.485,3273.42,0.704,25.00
4/22/2004,26.0214,162.485,3273.42,0.677,25.00
4/29/2004,26.0214,162.485,3273.42,0.6928,25.00
9/3/1991,25.1664,69.8317,2274.42,0.8915,30.00
9/10/1991,25.1664,69.8317,2274.42,0.925,30.00
9/17/1991,25.1664,69.8317,2274.42,0.8755,30.00
9/24/1991,25.1664,69.8317,2274.42,0.917,30.00
1/2/1992,25.7081,232.165,2274.42,0.79,30.00
1/9/1992,25.7081,232.165,2274.42,0.794,30.00
1/16/1992,25.7081,232.165,2274.42,0.789,30.00
1/23/1992,25.7081,232.165,2274.42,0.761,30.00
1/4/1993,25.7163,212.073,2883.58,0.748,30.00
1/11/1993,25.7163,212.073,2883.58,0.6925,30.00
1/18/1993,25.7163,212.073,2883.58,0.6865,30.00
1/25/1993,25.7163,212.073,2883.58,0.5605,30.00
4/4/1994,25.2104,167.747,2349.33,0.804,30.00
4/11/1994,25.2104,167.747,2349.33,0.842,30.00
4/18/1994,25.2104,167.747,2349.33,0.813,30.00
4/25/1994,25.2104,167.747,2349.33,0.8435,30.00
8/2/1999,24.4096,45.5621,3964.83,0.9375,30.00
8/9/1999,24.4096,45.5621,3964.83,0.9425,30.00
8/16/1999,24.4096,45.5621,3964.83,0.8975,30.00
8/23/1999,24.4096,45.5621,3964.83,0.8965,30.00
8/30/1999,24.4096,45.5621,3964.83,0.8711,30.00
8/1/2000,24.7715,71.4196,2609.17,0.863,30.00
8/8/2000,24.7715,71.4196,2609.17,0.837,30.00
8/15/2000,24.7715,71.4196,2609.17,0.786,30.00
8/22/2000,24.7715,71.4196,2609.17,0.771,30.00
8/29/2000,24.7715,71.4196,2609.17,0.7674,30.00
8/1/2001,25.1831,45.7124,2613.75,0.5125,30.00
8/8/2001,25.1831,45.7124,2613.75,0.4965,30.00
8/15/2001,25.1831,45.7124,2613.75,0.492,30.00
8/22/2001,25.1831,45.7124,2613.75,0.508,30.00
8/1/2002,25.3269,55.8905,4029.33,0.475,30.00
8/8/2002,25.3269,55.8905,4029.33,0.479,30.00
8/15/2002,25.3269,55.8905,4029.33,0.465,30.00
8/22/2002,25.3269,55.8905,4029.33,0.4825,30.00
8/29/2002,25.3269,55.8905,4029.33,0.5192,30.00
8/1/2003,24.2107,64.1158,2406.08,0.6505,30.00
8/8/2003,24.2107,64.1158,2406.08,0.637,30.00
8/15/2003,24.2107,64.1158,2406.08,0.601,30.00
8/22/2003,24.2107,64.1158,2406.08,0.603,30.00
8/29/2003,24.2107,64.1158,2406.08,0.6301,30.00
8/2/2004,24.5159,53.0218,3273.42,0.6645,30.00
8/9/2004,24.5159,53.0218,3273.42,0.6735,30.00
8/16/2004,24.5159,53.0218,3273.42,0.689,30.00
8/23/2004,24.5159,53.0218,3273.42,0.6985,30.00
8/30/2004,24.5159,53.0218,3273.42,0.7072,30.00
2/1/1991,25.9575,193.859,2273.83,0.823,32.00
2/8/1991,25.9575,193.859,2273.83,0.8725,32.00
2/15/1991,25.9575,193.859,2273.83,0.9055,32.00
2/22/1991,25.9575,193.859,2273.83,0.8975,32.00
3/2/1992,25.4243,225.177,2274.42,0.715,33.00
3/9/1992,25.4243,225.177,2274.42,0.7055,33.00
3/16/1992,25.4243,225.177,2274.42,0.734,33.00
3/23/1992,25.4243,225.177,2274.42,0.7425,33.00
3/30/1992,25.4243,225.177,2274.42,0.6795,33.00
5/3/1999,23.9345,144.936,3964.83,1.027,34.00
5/10/1999,23.9345,144.936,3964.83,1.0535,34.00
5/17/1999,23.9345,144.936,3964.83,1.094,34.00
5/24/1999,23.9345,144.936,3964.83,1.194,34.00
5/1/2000,24.6355,128.989,2609.17,1.0355,34.00
5/8/2000,24.6355,128.989,2609.17,1.0015,34.00
5/15/2000,24.6355,128.989,2609.17,0.9375,34.00
5/22/2000,24.6355,128.989,2609.17,1.033,34.00
5/30/2000,24.6355,128.989,2609.17,1.004,34.00
5/1/2001,24.771,137.072,2613.75,0.6715,34.00
5/8/2001,24.771,137.072,2613.75,0.689,34.00
5/15/2001,24.771,137.072,2613.75,0.646,34.00
5/22/2001,24.771,137.072,2613.75,0.6505,34.00
5/29/2001,24.771,137.072,2613.75,0.598,34.00
5/1/2002,25.1945,152.347,4029.33,0.509,34.00
5/8/2002,25.1945,152.347,4029.33,0.504,34.00
5/15/2002,25.1945,152.347,4029.33,0.494,34.00
5/22/2002,25.1945,152.347,4029.33,0.507,34.00
5/29/2002,25.1945,152.347,4029.33,0.5165,34.00
5/1/2003,24.7453,134.164,2406.08,0.6915,34.00
5/8/2003,24.7453,134.164,2406.08,0.6875,34.00
5/15/2003,24.7453,134.164,2406.08,0.648,34.00
5/22/2003,24.7453,134.164,2406.08,0.6635,34.00
5/29/2003,24.7453,134.164,2406.08,0.593,34.00
5/3/2004,24.3635,132.326,3273.42,0.6975,34.00
5/10/2004,24.3635,132.326,3273.42,0.7195,34.00
5/17/2004,24.3635,132.326,3273.42,0.6955,34.00
5/24/2004,24.3635,132.326,3273.42,0.7665,34.00
7/1/1999,23.7914,62.0607,3964.83,1.0045,35.00
7/8/1999,23.7914,62.0607,3964.83,0.9645,35.00
7/15/1999,23.7914,62.0607,3964.83,0.9415,35.00
7/22/1999,23.7914,62.0607,3964.83,0.981,35.00
7/29/1999,23.7914,62.0607,3964.83,0.951,35.00
7/5/2000,22.9562,74.1941,2609.17,0.881,35.00
7/12/2000,22.9562,74.1941,2609.17,0.925,35.00
7/19/2000,22.9562,74.1941,2609.17,1.1175,35.00
7/26/2000,22.9562,74.1941,2609.17,0.8695,35.00
7/2/2001,24.2418,69.1323,2613.75,0.569,35.00
7/9/2001,24.2418,69.1323,2613.75,0.5495,35.00
7/16/2001,24.2418,69.1323,2613.75,0.544,35.00
7/23/2001,24.2418,69.1323,2613.75,0.5395,35.00
7/30/2001,24.2418,69.1323,2613.75,0.5185,35.00
7/1/2002,24.3371,63.3801,4029.33,0.5005,35.00
7/8/2002,24.3371,63.3801,4029.33,0.504,35.00
7/15/2002,24.3371,63.3801,4029.33,0.5075,35.00
7/22/2002,24.3371,63.3801,4029.33,0.4845,35.00
7/29/2002,24.3371,63.3801,4029.33,0.4725,35.00
7/1/2003,23.9775,57.2875,2406.08,0.61,35.00
7/8/2003,23.9775,57.2875,2406.08,0.6255,35.00
7/15/2003,23.9775,57.2875,2406.08,0.627,35.00
7/22/2003,23.9775,57.2875,2406.08,0.595,35.00
7/29/2003,23.9775,57.2875,2406.08,0.6295,35.00
7/1/2004,23.6613,76.1717,3273.42,0.749,35.00
7/8/2004,23.6613,76.1717,3273.42,0.7,35.00
7/15/2004,23.6613,76.1717,3273.42,0.721,35.00
7/22/2004,23.6613,76.1717,3273.42,0.717,35.00
7/29/2004,23.6613,76.1717,3273.42,0.6765,35.00
8/2/1993,23.9156,60.2982,2347.25,0.774,37.00
8/9/1993,23.9156,60.2982,2347.25,0.7675,37.00
8/16/1993,23.9156,60.2982,2347.25,0.714,37.00
8/23/1993,23.9156,60.2982,2347.25,0.7575,37.00
8/30/1993,23.9156,60.2982,2347.25,0.7834,37.00
6/1/1999,23.7212,84.6363,3964.83,1.2085,38.00
6/8/1999,23.7212,84.6363,3964.83,1.057,38.00
6/15/1999,23.7212,84.6363,3964.83,1.0395,38.00
6/22/1999,23.7212,84.6363,3964.83,1.0555,38.00
6/29/1999,23.7212,84.6363,3964.83,1.0157,38.00
6/1/2000,24.0547,78.3671,2609.17,0.9445,38.00
6/8/2000,24.0547,78.3671,2609.17,0.9255,38.00
6/15/2000,24.0547,78.3671,2609.17,0.8815,38.00
6/22/2000,24.0547,78.3671,2609.17,0.8615,38.00
6/1/2001,23.245,92.9495,2613.75,0.579,38.00
6/8/2001,23.245,92.9495,2613.75,0.5815,38.00
6/15/2001,23.245,92.9495,2613.75,0.594,38.00
6/22/2001,23.245,92.9495,2613.75,0.559,38.00
6/29/2001,23.245,92.9495,2613.75,0.5802,38.00
6/3/2002,24.0269,79.5932,4029.33,0.512,38.00
6/10/2002,24.0269,79.5932,4029.33,0.495,38.00
6/17/2002,24.0269,79.5932,4029.33,0.471,38.00
6/24/2002,24.0269,79.5932,4029.33,0.479,38.00
6/2/2003,24.5994,87.1816,2406.08,0.6,38.00
6/9/2003,24.5994,87.1816,2406.08,0.589,38.00
6/16/2003,24.5994,87.1816,2406.08,0.601,38.00
6/23/2003,24.5994,87.1816,2406.08,0.563,38.00
6/30/2003,24.5994,87.1816,2406.08,0.6066,38.00
6/1/2004,23.8823,74.3153,3273.42,0.829,38.00
6/8/2004,23.8823,74.3153,3273.42,0.816,38.00
6/15/2004,23.8823,74.3153,3273.42,0.782,38.00
6/22/2004,23.8823,74.3153,3273.42,0.741,38.00
6/29/2004,23.8823,74.3153,3273.42,0.7304,38.00
8/1/1991,23.9083,48.5451,2274.42,0.83,45.00
8/8/1991,23.9083,48.5451,2274.42,0.807,45.00
8/15/1991,23.9083,48.5451,2274.42,0.7985,45.00
8/22/1991,23.9083,48.5451,2274.42,0.793,45.00
8/29/1991,23.9083,48.5451,2274.42,0.8696,45.00
7/1/1993,23.3993,65.2647,2347.25,0.6225,45.00
7/8/1993,23.3993,65.2647,2347.25,0.7035,45.00
7/15/1993,23.3993,65.2647,2347.25,0.724,45.00
7/22/1993,23.3993,65.2647,2347.25,0.729,45.00
7/29/1993,23.3993,65.2647,2347.25,0.741,45.00
8/1/1995,25.1264,42.6661,1505.00,1.42,45.00
8/8/1995,25.1264,42.6661,1505.00,1.4525,45.00
8/15/1995,25.1264,42.6661,1505.00,1.4715,45.00
8/22/1995,25.1264,42.6661,1505.00,1.495,45.00
8/30/1995,25.1264,42.6661,1505.00,1.4772,45.00
5/1/2018,25.2458,46,5000.00,1.248,46.00
5/8/2018,25.2458,46,5000.00,1.196,46.00
5/15/2018,25.2458,46,5000.00,1.1695,46.00
5/22/2018,25.2458,46,5000.00,1.2085,46.00
5/29/2018,25.2458,46,5000.00,1.2025,46.00
7/3/2006,24.3867,60.2834,3582.25,1.035,47.00
7/10/2006,24.3867,60.2834,3582.25,1.007,47.00
7/17/2006,24.3867,60.2834,3582.25,0.9715,47.00
7/24/2006,24.3867,60.2834,3582.25,0.9405,47.00
7/31/2006,24.3867,60.2834,3582.25,0.9935,47.00
4/3/1995,25.12,199.476,1505.00,1.6545,48.00
4/10/1995,25.12,199.476,1505.00,1.67,48.00
4/17/1995,25.12,199.476,1505.00,1.643,48.00
4/24/1995,25.12,199.476,1505.00,1.7505,48.00
4/3/2006,25.3955,216.115,3582.25,1.0945,48.00
4/10/2006,25.3955,216.115,3582.25,1.0815,48.00
4/17/2006,25.3955,216.115,3582.25,1.0665,48.00
4/24/2006,25.3955,216.115,3582.25,1.1135,48.00
3/1/1991,25.6557,238.866,2273.83,0.927,50.00
3/8/1991,25.6557,238.866,2273.83,0.9325,50.00
3/15/1991,25.6557,238.866,2273.83,0.9275,50.00
3/22/1991,25.6557,238.866,2273.83,0.9305,50.00
7/1/1994,23.2876,63.0297,2349.33,1.9515,?
7/8/1994,23.2876,63.0297,2349.33,1.8835,?
7/15/1994,23.2876,63.0297,2349.33,2.3885,?
7/22/1994,23.2876,63.0297,2349.33,2.194,?
7/29/1994,23.2876,63.0297,2349.33,2.0275,?
5/1/2006,24.0456,158.622,3582.25,1.096,?
5/8/2006,24.0456,158.622,3582.25,1.076,?
5/15/2006,24.0456,158.622,3582.25,1.016,?
5/22/2006,24.0456,158.622,3582.25,0.996,?
5/30/2006,24.0456,158.622,3582.25,0.9875,?
4/1/1993,25.5508,163.112,2347.25,0.578,?
4/8/1993,25.5508,163.112,2347.25,0.535,?
4/15/1993,25.5508,163.112,2347.25,0.5475,?
4/22/1993,25.5508,163.112,2347.25,0.53,?
4/29/1993,25.5508,163.112,2347.25,0.6179,?
5/3/1993,24.3781,114.775,2347.25,0.6415,?
5/10/1993,24.3781,114.775,2347.25,0.601,?
5/17/1993,24.3781,114.775,2347.25,0.5985,?
5/24/1993,24.3781,114.775,2347.25,0.6145,?
4/1/1991,25.3129,194.848,2274.42,0.951,?
4/8/1991,25.3129,194.848,2274.42,0.9325,?
4/15/1991,25.3129,194.848,2274.42,0.919,?
4/22/1991,25.3129,194.848,2274.42,0.898,?
4/29/1991,25.3129,194.848,2274.42,0.8862,?
3/1/1993,25.6753,185.583,2883.58,0.6295,?
3/8/1993,25.6753,185.583,2883.58,0.633,?
3/15/1993,25.6753,185.583,2883.58,0.6325,?
3/22/1993,25.6753,185.583,2883.58,0.613,?
3/29/1993,25.6753,185.583,2883.58,0.567,?
6/1/1993,23.6627,75.5808,2347.25,0.6125,?
6/8/1993,23.6627,75.5808,2347.25,0.5845,?
6/15/1993,23.6627,75.5808,2347.25,0.613,?
6/22/1993,23.6627,75.5808,2347.25,0.6165,?
6/29/1993,23.6627,75.5808,2347.25,0.6006,?
7/1/1991,23.2685,68.9336,2274.42,0.868,?
7/8/1991,23.2685,68.9336,2274.42,0.855,?
7/15/1991,23.2685,68.9336,2274.42,0.8325,?
7/22/1991,23.2685,68.9336,2274.42,0.8305,?
4/1/1992,25.178,163.6,2883.58,0.6945,?
4/8/1992,25.178,163.6,2883.58,0.7125,?
4/15/1992,25.178,163.6,2883.58,0.645,?
4/22/1992,25.178,163.6,2883.58,0.6335,?
4/29/1992,25.178,163.6,2883.58,0.6376,?
8/3/1992,23.8493,53.9593,2883.58,0.5625,?
8/10/1992,23.8493,53.9593,2883.58,0.5325,?
8/17/1992,23.8493,53.9593,2883.58,0.4825,?
8/24/1992,23.8493,53.9593,2883.58,0.5235,?
8/31/1992,23.8493,53.9593,2883.58,0.5394,?
2/1/1993,25.3563,227.005,2883.58,0.6095,?
2/8/1993,25.3563,227.005,2883.58,0.5725,?
2/16/1993,25.3563,227.005,2883.58,0.6425,?
2/23/1993,25.3563,227.005,2883.58,0.6429,?
5/2/1994,24.923,123.613,2349.33,0.8985,?
5/9/1994,24.923,123.613,2349.33,1.089,?
5/16/1994,24.923,123.613,2349.33,1.2805,?
5/23/1994,24.923,123.613,2349.33,1.3905,?
